TF2,AP-2alpha,AP-2gamma,ARID3A,ATF1,ATF2,ATF3,BAF155,BAF170,BATF,BCL11A,BCL3,BCLAF1,BDP1,BHLHE40,BRCA1,BRF1,BRF2,Bach1,Brg1,CBX3,CCNT2,CEBPB,CEBPD,CHD1,CHD2,COREST,CREB1,CTCF,CTCFL,CtBP2,E2F1,E2F4,E2F6,EBF1,ELF1,ELK1,ELK4,ERRA,ETS1,EZH2,Egr-1,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXP2,GABP,GATA-1,GATA-2,GATA2,GATA3,GR,GRp20,GTF2B,GTF2F1,HA-E2F1,HDAC1,HDAC2,HDAC6,HMGN3,HNF4A,HNF4G,HSF1,IKZF1,IRF1,IRF3,IRF4,Ini1,JARID1A,JunD,KAP1,MAZ,MBD4,MEF2A,MEF2C,MTA3,MYBL2,MafF,MafK,Max,Mxi1,NANOG,NELFe,NF-E2,NF-YA,NF-YB,NFATC1,NFIC,NFKB,NR2F2,NRSF,Nrf1,PAX5-C20,PAX5-N19,PGC1A,PHF8,PLU1,PML,POU2F2,POU5F1,PRDM1,PU.1,Pbx3,Pol2,Pol2(b),Pol2(phosphoS2),Pol2-4H8,Pol3,RBBP5,RFX5,RPC155,RUNX3,RXRA,Rad21,SAP30,SETDB1,SIN3A,SIRT6,SIX5,SMC3,SP1,SP2,SP4,SPT20,SRF,STAT1,STAT2,STAT3,STAT5A,SUZ12,Sin3Ak-20,TAF1,TAF7,TAL1,TBLR1,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFIIIC-110,THAP1,TR4,TRIM28,UBF,UBTF,USF-1,USF1,USF2,WHIP,YY1,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1,ZNF217,ZNF263,ZNF274,ZZZ3,Znf143,c-Fos,c-Jun,c-Myc,eGFP-FOS,eGFP-GATA2,eGFP-HDAC8,eGFP-JunB,eGFP-JunD,p300
GATA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005762484110794986,,,,,,,,,,,,,,,,,,,,,,0.38979676844073263,,1.0,,,,,0.06861789544664593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00020372328663297533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34152572814245175,,,,,,,,,,,,,,,,,0.4565630403595295,,,,,,,0.0687026085814792,,,,,,
GR,,,,,,0.2503596024495862,,,,,0.23188348711365875,,,0.08648245394438227,,,,,,,,0.0965959727958772,,,,,0.24685761601873119,0.014860377844375305,,,,,,,0.13471543968693517,,,,0.134584180861077,,,,0.25365620396490873,0.2669276211245213,,,,0.19805186130706162,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12530628486835033,,,,,,,,,,,0.1676353563833912,,,,,,,,,,,,,0.11810607028933427,,0.0171768885074957,,,,,,,,0.020451517816535668,,,,,0.11468501611602394,,,,,,,,,,,,0.13505469532469871,0.062017103949936446,,,,,0.28626906013275905,,,,,,,,,,0.20015511729549915,,,,0.1030552855146691,0.23763758026304974,,,,,,,,,,,,,,,,,0.3158166172840662
GRp20,,,0.04285894276861868,,,0.13392361889761842,,,,,,,,0.06093073136398282,0.20035421464482375,,,,,,,0.02705319290625518,0.07407206099524283,,0.13751892335554022,0.14049511880743812,,0.005927511653205226,,,,,,,0.11906590368246042,,,0.02956635277757708,,0.0001032428728491915,,,0.04642028682511092,0.01643774119716828,0.007974913269535462,,,0.13377834204741723,,,,,,1.0,,,,,0.04805619961479021,,,0.03260716252309792,0.027101355487744977,0.03190919458973262,,,0.01848754191284485,,,,0.0626561608911239,,0.10670681436750633,0.027157119895752764,,,,0.07554816476527122,0.006438080341179299,0.004203206146422312,0.09262998492852713,0.1088871844843174,,,,,,,0.06418830750129549,,,0.12019075134724158,0.050641940642089246,,,0.03534616664655651,,,,,,,,,0.12797866489530407,,0.06207990275804497,0.11043456366733426,,,0.12754908319566344,,,0.028245651271834458,0.008662488963185451,,,,,,0.007532726349778548,0.06929497879412425,0.02171473205060783,,,0.1103289060743411,,,,,,0.10639340350467147,0.12664115780838403,,,,0.12591837917454418,0.016374974832511262,,0.001056279195769955,0.02104389716918096,,,0.08832453130626626,,,,0.03314111114308259,,0.02475427729093553,,0.14374137589616684,0.10622883385545957,0.02911194853816113,,,,,-0.00042053080597017397,,,,0.020636178660195032,0.10462969216931388,,,,,,0.06305687043021875
GTF2B,,,0.05793834783876268,0.10373626165569685,,0.09097544497712826,,,,,0.07055446292930634,0.1682894037670993,0.0083079483453955,0.10251305814545357,,0.0020187488712741348,0.005571585370905638,0.02801734481366644,0.043427471945553325,0.11334980684429101,0.15963025029275046,0.050751332187374064,,0.07944654040772053,0.15193697585772753,0.0899702379540945,,0.020508422098808227,0.03202249582567238,,,0.18955239538417254,0.16004349417007707,,0.13992885555112283,0.15015878092922819,,,0.17960300615894553,0.003826290302908907,0.09937071543370009,0.03615951817841245,,,,,,0.15883330546782587,0.034765267032452245,0.03277450081174656,0.037366142332703425,,,,1.0,0.3312898969863172,,0.12392604390180714,0.06398487537750894,0.052707043677218096,0.1590293276834885,,,,,0.2835622753053513,,,0.0355042563338543,,0.10979841817341197,-0.0006161463706349301,0.1391062048930477,,0.05978069974515152,,,,0.030106789474990205,0.032012858115522624,0.16580743834262615,0.14352631457135684,,0.18576715801328422,0.023299880669975025,0.1126618376563925,0.09373461499914902,,,,0.07660567415279779,0.0951515827374201,0.11525504145760149,,,,0.21554711649889158,0.24262556844337224,0.2355360444048864,,,,0.048839625270642714,,0.34265652677764435,0.24433454274351188,0.14016922948416746,0.2650725586824287,0.0038118844345440693,0.1524898524909713,0.09706157284356928,0.012755949869097534,,,0.008287286077328822,0.13153324025532312,0.04777379441610201,,0.03465572483716036,0.12135905165556674,0.01657926334669696,0.16355092430477491,0.09245356085072634,,,0.09995521179719105,0.08273155983788016,0.09449596207333318,,0.07613249913756717,,0.16529778051546867,0.28903393716025894,0.24582111282353858,0.05386370781816478,0.13658557047505754,0.2524473916752905,,,,0.10475859015011538,0.01172499768789953,0.12034615448523157,0.04497635394362024,0.1108610997099144,0.09764437297163864,0.12295333860475474,0.06760426602380216,,0.035070512734164956,,0.20236654717793046,0.09168340255256208,0.09871914239192993,,,,0.025203427019729926,0.01059566370453145,,0.06623268815052287,0.08343658107831194,0.06287965469267179,0.22177631559023778,0.026614115233647505,0.027970386617194174,0.04892077789900249,0.056798152525610546,0.0893944655957581,0.10260523017614345
GTF2F1,0.1793682305568524,0.1982039116217905,0.08722497260944508,0.10991987201544057,0.1491259805643783,0.13238959974790432,0.20294519301421982,0.15836866098603303,,0.021844506203654163,0.09715590854930507,0.2150310442876539,0.036086673587868684,0.1580776988403792,0.22231449769833528,0.01566849179778469,0.004774064385975601,0.07014767844370598,0.07402737601667439,0.14971118471066894,0.19799415019176067,0.09011973260931398,,0.098465496043044,0.2737188561566867,0.25510330152275595,,0.052717988605298666,0.05949391714443946,0.07189712774233402,0.1111900757038083,0.20532194596321113,0.17442030729592933,,0.16903401119555062,0.24099495845421465,0.25067559577182763,,0.2416155426667383,0.001574835083475227,0.13622216847652555,0.04851076156609037,,,,,,0.17840830094207547,0.04595037847370388,0.03685356849925252,0.038106344873050556,,,,0.3312898969863172,1.0,0.11557481867275206,0.17551495878360962,0.08791525936462455,0.0891546464560562,0.21893634867664527,,,,,0.3189529067562323,0.1115678463218018,,0.10579075742301113,0.1571754369572466,0.16280737018777333,0.0017868881874124705,0.23937526393715247,,0.07993971004426083,,,,0.032113121677356686,0.07120147306135378,0.2398109487878746,0.24859766045328927,0.044514670019429194,0.17468716625364808,0.028153775825868935,0.1392699037505412,0.11006308653960375,,,,0.09361079889844001,0.07341538523970637,0.13482308305836554,,,,0.25061371795828713,0.2743903876509861,0.2536602537775017,,0.025727355075385414,0.06657650897706621,0.052661609007835467,,0.3404699183764117,0.24131344929605486,0.2243414925503498,0.2716092783442272,0.018459722929955433,0.17403248325291454,0.19465362734407288,0.038979621333586484,,0.04429293118195943,0.0731734008900911,0.1823036845139053,0.09275489631809214,0.19791731388251294,0.03604575600106905,0.1254938852669164,0.11860568228036482,0.1810749781640669,0.11756166717996105,0.20625652531996427,0.00822179609113705,0.11558104828817056,0.16686178860681716,0.09822316931072435,0.22469416635495792,0.0893844572457586,-0.002047261027443466,0.17510653593401962,0.30352116491527786,0.2689665288465219,0.06059057544211568,0.24091767522295987,0.3110611367186296,0.08748785833675592,,0.26100146010241965,0.09294982722773884,0.030989973391486743,0.18867924739630013,0.08322415545187634,0.14339986439470845,0.13650869806767682,0.17011488903748942,0.08248278083046832,,0.11965389789592766,,0.19778120067840582,0.10944902108891244,0.1347634797106229,,0.18037381121546306,,0.03984391425829338,0.013985558111376372,0.01574434318651611,0.134020208138932,0.12478487556094497,0.10452354297403559,0.2604655995491137,0.027687445316705788,0.02783476643897032,0.08132277368853548,0.0759962609738633,0.10895416623728897,0.15338325722365365
HA-E2F1,0.14680121937677254,0.1624734826289783,,,,,0.072772922071338,0.0488363556780557,,,,,0.002587344659044593,,0.1258634785028248,0.0010783937102013983,-0.0014536294965698277,,0.03644669853196847,,,0.03907098053814566,,,0.24235270551884086,0.13113788277665875,,0.05070748897282189,,,0.5197939174868627,0.26906189355663424,0.26080863690008077,,,0.18422532073861,0.16292604060780275,,,-0.003651771227024166,,,,,,,,0.1551672317150382,,,,0.06861789544664593,,,,0.11557481867275206,1.0,,,,,,,,,,0.07192892968604789,,0.20009309922571505,,0.013867169098234895,,0.2976415960770094,,,,,,,0.028979627202229817,0.25021686784851804,0.2154797639623258,,,,0.1408097103877892,0.09462705033804027,,,,,0.020658116457033127,0.15920073707193136,,,,,,,,,0.007393571485275474,,,0.3860504493637452,0.07610709055346326,0.24674710539176645,,,,0.07705495477275458,0.00029546601267150136,,,0.01992912585141901,,,,,,0.06571668362640616,,,,-0.0037722783477079813,,0.09554165961239318,,0.005854091902543638,,,,0.25859823649509,,,,0.14381565672573968,,,0.09528047679348733,,0.000490149922128869,,0.053238628557538484,,,,,,0.06181181277261621,,,,,,0.0942858918833135,0.08230193778149415,,-0.001227529453763366,0.000611750650977174,0.12179085909333516,0.020823492478699385,0.006318019333051802,0.24834198861290735,,,,,,-0.0001990817722662137
HDAC1,,,0.05444589102417571,0.08173793512753964,,0.12624070715211588,,,,,0.057068396759068434,0.13755611462709746,0.0033931203233864317,0.16428646685730794,,0.0025606342203173312,0.002899103233703804,0.04184914399701543,0.07503270207361651,0.1509949889740211,0.2691088934116896,0.04559556050514741,,0.30033781911013796,0.15525720678782107,0.1390746859987977,,0.047232578479726985,0.0634590703781722,,,0.2167061451420557,0.2852856770236338,,0.18132615947558234,0.15451932185403644,,,0.2778216084744193,0.02192492825605204,0.14480670307114737,0.04486866021953777,,,,,,0.19973438902491794,0.06727302153698356,0.05692851640316425,0.046920257408233176,,,,0.12392604390180714,0.17551495878360962,,1.0,0.2558596559092308,0.08618203921674815,0.29620277650148186,,,,,0.22346002670819146,,,0.06090138092767865,,0.11646911628403804,-0.008185012400084521,0.19985467989539799,,0.052805918145381325,,,,0.015658353156409024,0.02355593879813641,0.3007507329392322,0.2455593580007793,,0.06334527480829256,0.026186438210953705,0.07817119740747155,0.06337505327240921,,,,0.10600171067059967,0.10568217526094967,0.12083069993689703,,,,0.4104649034834521,0.3502260057958748,0.24169194626575227,,,,0.056222348822817264,,0.381670825842122,0.29651873231383885,0.09881395852773121,0.22366798535730462,0.00497604484326618,0.3845977790091644,0.07064521904319014,0.009478649003100534,,,0.019203159722501126,0.5124671780607395,0.07042374366776213,,0.055858812520458725,0.11034967497139683,0.029990359213541866,0.14192477481792842,0.0856033277220277,,,0.08633994156120924,0.08090436770257549,0.08353612849494418,,0.08179084291546256,,0.279754999095075,0.26953840582024147,0.11707622823001937,0.05237120386223557,0.15503147578955062,0.2263346591255418,,,,0.10233949700083755,0.020176697810156158,0.1398908361341976,0.06332388091813704,0.11601877873710074,0.19838936189995107,0.23753987980504876,0.09677628730820041,,0.07482528657792943,,0.22841284769493414,0.07321523564891072,0.20113060917277803,,,,0.06574506809239072,0.03639383040969758,,0.08395668269337928,0.0713925089858597,0.0652915588726071,0.32412381808013246,0.03827001514164661,0.059919691341598004,0.1038491121853018,0.07007064875948393,0.11490586008180463,0.11337616572181601
HDAC2,,,0.21618730991061003,0.13012436990787327,0.13093161043370574,0.10339212787156975,,,,0.213762758920406,0.1332007971398335,0.17317207475783739,0.005138652692354673,0.21773175962108063,0.05665490731087548,0.0016635872765954926,0.0053745803683303865,0.13579011650140244,0.11626816131080571,0.1947605690054547,0.2208103775124659,0.11361392120844821,0.2736710273779422,0.07166532714595111,0.115379149925946,0.2632347165400723,,0.0534782465109915,0.07544368581249228,0.1261647001457489,,0.1566210393982358,0.19341798088060358,,0.18622040296695325,0.09237054191003938,,0.11981174577656489,0.22139955205754525,0.011685414140520163,0.13827046999081238,0.08919950497773727,0.2565294317276969,0.3229390469320843,0.29251655116306235,,,0.14466707190189068,0.2104119532925828,0.20054274155050672,0.185259597110113,,,0.04805619961479021,0.06398487537750894,0.08791525936462455,,0.2558596559092308,1.0,0.10471224227894352,0.20631218682971045,0.4147650564138322,0.37963777017237904,0.09686898001892354,,0.16846577452491873,0.015041393209661209,,0.09361821653811604,0.03002179411830211,0.18909599710525007,-0.0019345584080628368,0.2117016859202891,0.2371368247196567,0.14090855384735723,,,0.36947963130090533,0.04588584017114669,0.036530240217176484,0.17856399135461584,0.1902145728805782,0.19772216402608872,0.031586976946076095,0.04809666926905383,0.0340762973989854,0.024951479533062662,,0.37175753724170457,,0.2097748315223138,0.14640306894588914,0.05088536459194545,,,0.10756118841202746,0.1608348473105456,0.15357204980313088,0.20149969580321267,,0.15921979158912536,,0.05707827007068229,,0.16852060046773173,0.20914708576272406,0.054868881242059866,0.1581968278244479,0.004702248078678079,0.13355655839284714,0.06448342250266546,0.013430809777203246,,0.25587804728106994,0.07922759305912754,0.17754112161358382,0.05844644960866015,0.13904004504454287,0.1185004316177906,0.050410705189914765,0.09378367245300556,0.26505100509494345,0.03625969423624683,0.09140213621498079,,0.08539997352907265,0.12687839047831587,0.15322002342094032,,0.21941538737020622,0.0005200694685462178,0.18630608426032824,0.15077819571002235,0.1047468099201157,0.16090418983400562,0.26772061544886905,0.16236561697970167,0.1978399179951984,,0.1550105579145849,0.22487593994055474,0.030238449499311218,0.09684073917119483,0.06887189003501257,0.20640046043402735,0.12062994321435726,0.16802690916820476,0.0841791466828342,,0.0568442962947072,,0.17004950061943194,0.10724453117179046,0.18005662455954619,,,,0.049474127275105376,0.03413142103238343,,0.11511952316539997,0.08036887338320763,0.10840707379702137,0.17535403341390196,0.09589343298834699,0.13632283035518453,0.08922130740320648,0.14040469201424008,0.15491893885302863,0.3172247324703365
HDAC6,,,0.01957308718724752,0.015776769680866647,,0.041079228206605305,,,,,0.06424213638369453,0.05657840783115217,0.04114155057964757,0.0388473454370761,,0.02911069385429575,0.012709536491525434,0.02340868460138704,0.01147016093097121,0.034709013733584225,0.042617530352311514,0.012603215615790801,,0.06812939663506781,0.05767297530845904,0.03539939879339014,,0.014475670804027509,0.02575802048059062,,,0.05396814440466362,0.05557996855908808,,0.03525524365575324,0.05898497393054389,,,0.07115428006644153,0.03772428733768695,0.034874881062746756,0.014361064384714968,,,,,,0.04170936959410604,0.02032417595771462,0.01579751449056868,0.016673540688499352,,,,0.052707043677218096,0.0891546464560562,,0.08618203921674815,0.10471224227894352,1.0,0.049680858920370836,,,,,0.05653034041342153,,,0.011388938325988925,,0.02668379053021218,0.004805601858965065,0.0399047196956039,,0.02744970537105022,,,,0.006674185915444429,0.014976268777108582,0.05428904125758729,0.056266215119047114,,0.09464996080319847,0.002256408143625864,0.01325935552379007,0.013053367935064241,,,,0.02502707833511561,0.029655364422055342,0.027868446400713735,,,,0.05999328221532436,0.07959228420058614,0.04952233860992825,,,,0.007584179757862038,,0.07197137802272144,0.06326260480489745,0.0666748841607557,0.05091093645466211,0.018324669316905837,0.06120081908323306,0.05746969707505589,0.029087601009770446,,,0.005725922209799226,0.05630504514797309,0.04067043803208336,,0.014207994250175287,0.04207837027648911,0.015995812606173214,0.03731325039971769,0.036415866748657426,,,0.03305481742972577,0.028084012850926765,0.01944658455904707,,0.028361307353057173,,0.05334716855896634,0.052399465668766736,0.07178440203644242,0.012548086390845254,0.07149900681323952,0.043447130548657856,,,,0.027672522998697383,0.02053362624128453,0.06817582428198071,0.027016434504159637,0.035528994414251065,0.04706758555576886,0.04704632509974971,0.019327135119389726,,0.019508914748276797,,0.05448818426123394,0.05265316803046305,0.03538233531568035,,,,0.036348353824792956,0.025686073691931804,,0.020915052580756682,0.015592314088470085,0.013781357195792942,0.057453927082852956,0.006058430333376718,0.0077474414304624295,0.045997167876595677,0.021525590442937597,0.020539953101087884,0.05592292034956089
HMGN3,,,0.11509373096331948,0.14762544749656273,,0.19325132936976294,,,,,0.1097659425705708,0.2179685401429418,0.006903719168485211,0.2501348741569133,,0.0021121184291525157,0.00420726907164511,0.05585427004545982,0.13832793094806928,0.20648886356423354,0.5728984008442123,0.07919802709374321,,0.17148133830243129,0.22360531908432005,0.22573868664574973,,0.08587683437060864,0.11370936903645425,,,0.36863300489465967,0.37357700229648033,,0.2598578192680111,0.19208687299277402,,,0.3570678323668322,0.020826076564466108,0.23616208689301782,0.0821695443746494,,,,,,0.3024482457836066,0.16351089574705657,0.12746702391340647,0.10636929827596883,,,,0.1590293276834885,0.21893634867664527,,0.29620277650148186,0.20631218682971045,0.049680858920370836,1.0,,,,,0.3557115627086201,,,0.0980983369672038,,0.20695971455972284,-0.007402602952783083,0.35169303855089606,,0.10188255825649435,,,,0.029793057051970835,0.041296678400454916,0.3864074761774622,0.24994517318468557,,0.0801471245628063,0.04140892380094142,0.12588564222159132,0.10275755948104177,,,,0.16490921859845167,0.155209572318314,0.1998929889657792,,,,0.43268368144610025,0.36948623683009457,0.3277913737790398,,,,0.07067802041999816,,0.500749169609021,0.3414650240909569,0.13544396469455403,0.33602545244714804,0.003535703584120452,0.35752028658003254,0.08817558104739211,0.008276589889238158,,,0.05379579247683227,0.28815003742915385,0.083907317277873,,0.1294899246478696,0.14729302558672328,0.06879133977847258,0.2661769910529096,0.13489379233109353,,,0.12585329647485294,0.12677260812831498,0.16171932895811034,,0.1637953561983191,,0.281130033644977,0.38685835866117946,0.15256929692168075,0.11039767519694481,0.27851600755683475,0.32946717185992125,,,,0.1607035903882551,0.02384119965781759,0.1931847229320852,0.06466259976415624,0.200055905909454,0.2752206532031074,0.3275840486939724,0.12565429395188793,,0.08116938262028721,,0.32142438430994186,0.11595548508672447,0.3171269136334518,,,,0.07136269726918357,0.07139579815694318,,0.1405392446987282,0.12230983351009649,0.13210070798435752,0.4269235911857283,0.06125164407325441,0.1275181170896151,0.07317364307776318,0.11635988774234604,0.16672919343983938,0.1838352415667421
HNF4A,,,0.2757410591262615,,,0.08054804973153039,,,,,,,,0.21029050690841597,0.040119555857115755,,,,,,,0.21584245033840735,0.22148591824918026,,0.09330084923407066,0.16416250241001742,,0.028340816747853007,,,,,,,0.17986511021765267,,,0.17497216106635022,,-0.006130299001710762,,,0.25902770382543444,0.31763206289947854,0.2756685854429737,,,0.07086861334371491,,,,,,0.03260716252309792,,,,,0.4147650564138322,,,1.0,0.6331616002278554,0.0902718588602555,,,0.010880821495529602,,,,0.24498740917696393,,0.1614113586653488,0.20662507488161325,,,,0.30128427310438216,0.04702342382480084,0.028577437335053534,0.15075099486992202,0.2110209236829418,,,,,,,0.3111541218276032,,,0.11692617327860236,0.026082689216531296,,,0.11513723997309204,,,,,,,,,0.1459607333652523,,0.05145302143352537,0.1297244214771361,,,0.0891727283019293,,,0.4238838151853046,0.10944260719236622,,,,,,0.1276472362863622,0.47172129199161744,0.012228977537544395,,,0.10362759003373856,,,,,,0.16651279103811018,0.10500864657129781,,,,0.20107570226612634,0.24907195025851184,,0.13128544442562337,0.28311390677493337,,,0.10624905485322289,,,,0.11004567723130063,,0.06597123652921803,,0.1512236243745817,0.0985891078432668,0.16262686790723535,,,,,-0.0010423044244607103,,,,0.1047447888439113,0.1431128029464117,,,,,,0.4700051881003578
HNF4G,,,0.2411642314757751,,,0.06536021295510512,,,,,,,,0.16759887113949823,0.02538393140139411,,,,,,,0.1984333347969355,0.19990514940490478,,0.07821738554281644,0.12704264022782813,,0.018719528369133338,,,,,,,0.15969640685701125,,,0.11950948489499755,,-0.005260701852346983,,,0.209181595759815,0.28898807388522946,0.2581638239858753,,,0.058869078376751316,,,,,,0.027101355487744977,,,,,0.37963777017237904,,,0.6331616002278554,1.0,0.06727776840543774,,,0.008298335428910742,,,,0.20079751251358638,,0.13252223200648008,0.17773978680458802,,,,0.26259842883489093,0.03523094336570481,0.019915911912301614,0.11361608403615825,0.16486009026696324,,,,,,,0.27951003178547124,,,0.09647074203157076,0.016907519131301296,,,0.08929740355508933,,,,,,,,,0.12881509714971975,,0.04283462919322524,0.11434527485602515,,,0.07105486076047583,,,0.38111440583977485,0.08131605502472405,,,,,,0.09805825931562599,0.43649402011240285,0.011168838677348653,,,0.09045140967363344,,,,,,0.14337059192548082,0.09042193648927502,,,,0.16874782886758477,0.19876316718886,,0.12575536096726345,0.26064539032745965,,,0.09862559424760269,,,,0.08744394879383584,,0.05057940103476352,,0.12545573896294973,0.089574736353786,0.1421359139066489,,,,,-0.0007797715608452656,,,,0.09024562889522983,0.11040735344468443,,,,,,0.41972739281278887
HSF1,,,0.07657698076390936,,,0.047778412054982615,,,,,,,,0.07815445729077818,0.052569656321509554,,,,,,,0.09182217451819041,0.09297842523566674,,0.058228888769094767,0.08215438482592424,,0.016007666921443356,,,,,,,0.09530005839944608,,,0.044110139840031135,,-0.001959315732937236,,,0.09265606834547782,0.05855853813609321,0.050938177395535786,,,0.054167594908260196,,,,,,0.03190919458973262,,,,,0.09686898001892354,,,0.0902718588602555,0.06727776840543774,1.0,,,0.010193100104400067,,,,0.08087730862282133,,0.07859017939354526,0.07951615171935385,,,,0.1100617995100772,0.01668506957632408,0.010409590329670702,0.08797214229345078,0.0956147245220227,,,,,,,0.09248184680997919,,,0.06624003843828849,0.040290397084689046,,,0.16691039413195044,,,,,,,,,0.07184103690124817,,0.038749260571071475,0.058944872717274915,,,0.08957502049516639,,,0.08168211033122705,0.0351030607934114,,,,,,0.045716390105174955,0.08350559146068286,0.012788375739233346,,,0.04733159454659078,,,,,,0.08589950735312264,0.05513564505538525,,,,0.12751863583612674,0.06841907392724943,,0.027166582340574084,0.09043293417907228,,,0.04267235766905766,,,,0.048006674239007584,,0.022549070924419982,,0.07832183444859138,0.04932868191922094,0.040438082091356194,,,,,-0.0005945365518646594,,,,0.03570982964335453,0.08437990931172952,,,,,,0.11406417097622919
IKZF1,,,,,0.26254784343983106,-0.0005159404079298911,,,0.18034550858286405,0.23414577465753705,0.16170614043374132,0.10795513415767527,,0.1434146066160752,-0.001559316998756572,,,,,,,0.24515762114744388,,0.06647181115710656,0.14741766596149614,0.07982339768230513,,-0.004553485950663562,,,,0.0042716855346190945,,0.17656952570299705,0.05669305124996349,0.03185015792593388,,,0.018645274738650446,0.03992605485511728,0.05032056189604841,,,,,0.24201241863747025,,0.001464319575199722,,,,,,,,,,,,,,,,,1.0,,,0.21393548078548155,,,0.15260110824244824,,0.09023303601630893,,0.1956069720604178,0.16571629641610783,0.24189735219099845,,,,0.059200057477675,0.10007330570084652,,,0.007265229956642751,-0.0004119428823416822,0.038939828727570076,0.21832808096340217,0.29995255824311434,0.25132662926160204,,0.006444479877652644,0.0014851665021945522,0.11414218060021024,0.18344856268327087,,,,0.18386787388972192,0.14500852610026577,,,0.12036532239825413,0.05397398302710543,0.05412512111857338,,0.02205731792924549,0.07033224046949185,0.007109629909573504,,0.021003413180979293,,0.20809528351059148,0.041446105299393785,0.02893802311038239,,,0.027405097944732705,,4.1555272790588015e-05,0.030319560312804573,0.16382190456800952,,,,0.048463292147394726,0.04269110333144063,,0.18362185332571804,0.19495418562805658,,,0.06648365322173726,,,0.2199343131079772,0.12380824836997156,0.14900348524977883,0.1307373132898113,,,,,-0.00036361752735973623,,,,0.0166817306391363,,0.042914798994070164,0.08089646269389579,0.0754391773017573,0.019537159686155985,,0.03032388616624465,,,,-0.0015505543162431864,0.0035489223622303914,-0.0029018519721723483,0.0003811113282859096,,0.009263633507706202,,,,,,0.3203680608721645
IRF1,,,0.19460757834836287,0.23501345209545108,,0.23931067217969001,,,,,0.1328339902889329,0.2688628307193692,0.04005902157927123,0.2504540683446382,,0.01599023499227256,0.008333424375715322,0.10903331853607172,0.1248987301898301,0.23595937238112474,0.3570565567670667,0.12302504116172602,,0.10559178326631052,0.2863135988711749,0.2557559834774794,,0.060768645159908305,0.07885338043067047,,,0.3669688903667401,0.288628829750254,,0.29016334026227986,0.2692640624610689,,,0.3371785072826414,0.023827353586396698,0.22413273925167043,0.10093704665851347,,,,,,0.3394921364933919,0.16112930289765354,0.14338303518704842,0.1362094079564163,,,,0.2835622753053513,0.3189529067562323,,0.22346002670819146,0.16846577452491873,0.05653034041342153,0.3557115627086201,,,,,1.0,,,0.09344990586097254,,0.2702923418761631,-0.0036135609354771884,0.3398560086470372,,0.1535086067822874,,,,0.08133981915023324,0.09103774918579623,0.3564785720406449,0.30452089562336204,,0.12378073862240511,0.09359699269431312,0.21344699185455818,0.17486729006968418,,,,0.19147273478282917,0.18314243615027787,0.22461482145514103,,,,0.3390487859465203,0.3534502701977301,0.38068565734845144,,,,0.10460128492161971,,0.5124175435430579,0.35082493723455854,0.16501201082341943,0.39512053161093524,0.01626509600050504,0.28427778100459955,0.15657115707109576,0.04836491052880064,,,0.04009584682214168,0.22972143113329854,0.08017175125155701,,0.14395972604458718,0.25275970639530104,0.05787016973195811,0.37120732782627985,0.21371091802949635,,,0.19823699830775288,0.2588432945554374,0.30224136067036766,,0.20957557781951316,,0.28489111235762477,0.44225057852690003,0.2356271465884885,0.14450793292197517,0.34911645157416943,0.4001796084992371,,,,0.22049008428845293,0.041669908743203816,0.24399064161503953,0.08997396653690866,0.24901787091147826,0.17245668431521605,0.2342766229169989,0.15589512499081107,,0.10161875967129934,,0.34831411279550833,0.1435721151279357,0.21824513624614128,,,,0.04279186588473822,0.06743412198391764,,0.16079200526834478,0.19618408930191503,0.19511543384155877,0.4673524323757937,0.0751908908153705,0.13240292828677447,0.08219368392895046,0.14955206779464025,0.21311540211042485,0.25963621539419524
