TF2,AP-2alpha,AP-2gamma,ARID3A,ATF1,ATF2,ATF3,BAF155,BAF170,BATF,BCL11A,BCL3,BCLAF1,BDP1,BHLHE40,BRCA1,BRF1,BRF2,Bach1,Brg1,CBX3,CCNT2,CEBPB,CEBPD,CHD1,CHD2,COREST,CREB1,CTCF,CTCFL,CtBP2,E2F1,E2F4,E2F6,EBF1,ELF1,ELK1,ELK4,ERRA,ETS1,EZH2,Egr-1,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXP2,GABP,GATA-1,GATA-2,GATA2,GATA3,GR,GRp20,GTF2B,GTF2F1,HA-E2F1,HDAC1,HDAC2,HDAC6,HMGN3,HNF4A,HNF4G,HSF1,IKZF1,IRF1,IRF3,IRF4,Ini1,JARID1A,JunD,KAP1,MAZ,MBD4,MEF2A,MEF2C,MTA3,MYBL2,MafF,MafK,Max,Mxi1,NANOG,NELFe,NF-E2,NF-YA,NF-YB,NFATC1,NFIC,NFKB,NR2F2,NRSF,Nrf1,PAX5-C20,PAX5-N19,PGC1A,PHF8,PLU1,PML,POU2F2,POU5F1,PRDM1,PU.1,Pbx3,Pol2,Pol2(b),Pol2(phosphoS2),Pol2-4H8,Pol3,RBBP5,RFX5,RPC155,RUNX3,RXRA,Rad21,SAP30,SETDB1,SIN3A,SIRT6,SIX5,SMC3,SP1,SP2,SP4,SPT20,SRF,STAT1,STAT2,STAT3,STAT5A,SUZ12,Sin3Ak-20,TAF1,TAF7,TAL1,TBLR1,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFIIIC-110,THAP1,TR4,TRIM28,UBF,UBTF,USF-1,USF1,USF2,WHIP,YY1,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1,ZNF217,ZNF263,ZNF274,ZZZ3,Znf143,c-Fos,c-Jun,c-Myc,eGFP-FOS,eGFP-GATA2,eGFP-HDAC8,eGFP-JunB,eGFP-JunD,p300
PML,,,0.22059267041941472,0.2297647024207735,0.32937453724307375,0.1342244874613782,,,0.14152572472534214,0.19491453725414964,0.18728501980577392,0.27014592197010434,0.01723408982896866,0.2375753063006753,0.08910925996314224,0.005148839960855013,0.009407094141421258,0.06350148812555172,0.16376778527599223,0.2532447250974079,0.39008181950869314,0.22872285398821107,,0.167131101496303,0.27063903661297106,0.22662633627286558,,0.03618567380512927,0.05340792569271153,,,0.21491648104449257,0.24246454535276027,0.16083191096644237,0.26876850864583335,0.2374412760924739,,,0.2516070639513424,0.028833503378781038,0.19816772296188603,0.10609111175546614,,,,0.34299883996349134,,0.29511598543678985,0.2397860984139867,0.27137504478470587,0.24320196607322378,,,,0.2355360444048864,0.2536602537775017,,0.24169194626575227,0.20149969580321267,0.04952233860992825,0.3277913737790398,,,,0.18386787388972192,0.38068565734845144,,0.22677948507109014,0.11265374488832099,,0.18526538249990787,-0.0015057963029854362,0.29722728406445165,,0.19394894116965233,0.22091965644343547,0.3691562573782467,,0.06295171258341747,0.06769419833527512,0.30937364664870126,0.29190770175339426,,0.09915452417134214,0.05412485644206182,0.11115076099482121,0.11837886807292751,0.32709623795408527,0.30380598565811145,0.2747470781266866,0.3322497776513994,0.17260216049702437,0.17809160529257337,0.21790207784407967,0.25707233833440263,,0.343482162112666,0.3565595592936934,1.0,0.31765629529897543,,,0.1045507511479826,0.12645047946415838,0.49289791733531896,0.4463308011129737,0.2718583532870944,0.4424148881246627,0.013277811643652371,0.2859140981422743,0.12979276371800724,0.028044713237232618,0.2577783131931873,0.12477927501384466,0.034577453458037845,0.23308702774313453,0.07237028290143237,0.30154670122870275,0.17381318415754488,0.17004860787230122,0.04336750247192542,0.28630209282356445,0.1179810394349541,,,0.16480088748886296,0.1199777108848979,0.2088360629388348,0.19143722771665037,0.36892675616015375,,0.23340920521826972,0.37919242520283036,0.2291373254747118,0.23667800239580694,0.3472524229594494,0.34792387600800134,0.24944861176837974,0.2637492628788074,,0.28735292231095944,0.026814306625679036,0.16376381088710185,0.05928094261278612,0.40124916283956086,0.17255802518488017,0.22850483035594732,0.122894802683134,,0.10197941559561541,0.16612110102832045,0.27381480992899637,0.1374059666413972,0.19136657705573784,0.13588230289557682,,,0.03923602800787618,0.03805736125473172,0.027575016577850796,0.10114146098366703,0.11757581276222366,0.1973376063795898,0.31944023677688094,0.08001345333624364,0.2650968719914202,0.08078920655899959,0.1718506064357744,0.22965770994516613,0.3031972693133861
POU2F2,,,,,0.28508153091077254,0.07647149406906266,,,0.19378397345504403,0.26834056006222284,0.22602502416260636,0.26690448371339026,,0.266507172224649,0.054413968438639604,,,,,,,0.21104447749694166,,0.1310392291788225,0.31213783964963676,0.12068238466670417,,0.07281641391103211,,,,0.12271244409279801,,0.2112317501437783,0.2756286291710447,0.1980689524872485,,,0.17597987537229445,0.041427444924063056,0.20748125065462752,,,,,0.30353199065481534,,0.18808947580693627,,,,,,,,,,,,,,,,,0.14500852610026577,,,0.2992820742918503,,,0.12343592095857693,,0.27001171085621695,,0.27057137059331954,0.22107546773320733,0.24521049430140193,,,,0.2358448334163752,0.27972933535672784,,,0.047449827963464655,0.07873784007707132,0.11273565580172261,0.20933398817643437,0.2512858420100096,0.281253812560296,,0.09924081642995673,0.12842418689371704,0.2011531264354437,0.3217185805091785,,,,0.31765629529897543,1.0,,,0.13280545963144658,0.13868577300266338,0.3274754778311644,,0.23060577482518674,0.27455299239883324,0.01739381244760329,,0.12463912182037322,,0.30635674828331694,0.13959434234471937,0.12309096632761984,,,0.19535792368161672,,0.14670013631242598,0.13326126314679906,0.35415530788943134,,,,0.182407710645798,0.05150790824211847,,0.18464444948340838,0.20459281399682572,,,0.3048263389328926,,,0.3019327392292656,0.30705304024365987,0.2916740630296691,0.28088244518924477,,,,,0.03776575970949462,,,,0.11520205939791188,,0.12496101172997366,0.15164577007112945,0.25622592937308236,0.11781353640380232,,0.1235228685289175,,,,-0.0024597026194737004,0.018077356691052062,0.16467268009954594,0.07251751820192723,,0.13025366744356773,,,,,,0.3438728803163028
POU5F1,,,,,0.08714488067083088,0.015057389162322413,,,,0.26400950953876523,,,,,0.019086129861296153,,,0.022911262060786874,,,,0.04052686695254304,,0.007654383280923863,0.0482059895708221,,,0.0035706226279433413,,0.042766423580578465,,,,,,,,,,-0.003621857349045494,0.05190821136585171,0.014593312139057985,,,,,,0.011716125607741263,,,,,,,,0.025727355075385414,,,0.15921979158912536,,,,,,,,,,,0.012686574374800115,0.0810285061055675,,,,,,,,,0.030052233078054623,0.05713000394130134,0.022985712940002036,0.23111843202163346,,,,,,,,,0.014449057190056987,0.014947238596307009,,,,,,,,1.0,,,,0.023697706770426,,,0.02859702956893974,,0.028024745311624633,0.01187220322826099,,,0.07794758400108226,0.018158473389634913,,,0.03674413711207864,,0.02108816291820544,,0.15841022841190666,0.00883475502103734,0.030323504797396355,,0.025258359159610454,,,,,-0.0010968911981194473,0.041163992496889935,0.03289776336545851,0.03094504687283207,,,0.04450995760086037,0.15869412730476892,,,0.10310805655707335,,,,,,,0.024370011841342715,,0.01662171492363559,,0.06535154054050399,,,,,,,,,0.018212787975131005,,0.05378876684309582,0.02688058266830728,,,,,,0.19072284298389985
PRDM1,0.051707472257723444,0.05398670980303526,,,,,0.04690335335827396,0.03673757535216229,,,,,0.005063133137794091,,0.08132223428583678,0.00026745228160802184,0.001322166134923466,,0.0216982261428102,,,0.10131748806876936,,,0.09122319938155835,0.09930604925542265,,0.006185229502481662,,,0.007672578281363791,0.010666577409105496,0.011615661556483076,,,0.024856582304003016,0.024336371343980333,,,-0.001271470761401853,,,,,,,,0.019634963735502185,,,,,,,,0.06657650897706621,0.007393571485275474,,,,,,,,,,0.025010998172798005,,0.01553689562612371,,0.10743707975139959,,0.03095736119570032,,,,,,,0.057045461349759234,0.08371422164979482,0.05103380729999275,,,,0.021533890135284672,0.02974033133275162,,,,,0.009176492126883687,0.012137197953457753,,,,,,,,,1.0,,,0.02967126824982545,0.018629267949360005,0.015188943941855675,,,,0.09989988833880316,0.006050847790058628,,,0.05256182559634764,,,,,,0.05003893500940768,,,,0.004843132540834834,,0.05417609085103314,,0.14603143218417425,,,,0.0373377952855427,,,,0.08966610626945862,,,0.10151731016999431,,0.008867792142836008,,0.013702037982951958,,,,,,0.04457937001477452,,,,,,0.02474536205678934,,,-0.0007224406562584747,0.006217367006476816,0.011383015137899763,0.08913041989719636,0.12382306252319822,0.05334055727685694,,,,,,0.1382469363047701
PU.1,,,0.05404089149823216,0.09770860394888377,0.1701123200467545,0.043611102975418384,,,0.14595050541378282,0.20618381619142662,0.06685436406040036,0.08006893140242977,0.003220652394345813,0.10578401131764947,0.015497422461599512,0.0008308034427688843,0.0002461659534871685,0.02592017369215043,0.034630825992709745,0.0681236636690505,0.07803714389045434,0.07419581782064558,,0.03778349628381888,0.10112240620222993,0.08577715682013298,,0.020327139564817926,0.02938352936601709,,,0.05104100206557044,0.06998140020017148,0.14937141287146025,0.17125685375878255,0.08119160206422435,,,0.06987920948871817,0.011322083116561889,0.07786108042514667,0.048394436800262605,,,,0.1465352406190742,,0.11050740680100447,0.05440828590861913,0.0638874375347966,0.07449073051147029,,,,0.048839625270642714,0.052661609007835467,,0.056222348822817264,0.05707827007068229,0.007584179757862038,0.07067802041999816,,,,0.12036532239825413,0.10460128492161971,,0.20868886894995925,0.032766743136586084,,0.0850976176996954,-0.007527454205896277,0.1100932404547017,,0.10391719534541873,0.11428685037770257,0.13242817182163596,,0.026386053620692504,0.03490160486030681,0.10037707087539,0.09276189863323862,,0.011355941884103634,0.018308881084324328,0.0300287247963568,0.040205842353736435,0.10294366502896292,0.17470971483713757,0.15813963915081758,0.0700587345249541,0.04558955330467844,0.040824824601966486,0.0891535495193915,0.1713039797875424,,0.07172625904318253,0.07241401308415885,0.1045507511479826,0.13280545963144658,,,1.0,0.06333428851299464,0.10309982562927959,0.07231144784639428,0.044184634633593206,0.08341370108413165,0.0005242302224876697,0.06290545102578819,0.0394653411619036,0.00493283722814915,0.20405735822280963,0.04587803526333138,0.03340418751260774,0.048169685382250325,0.01650202216205759,0.06653505341757869,0.04071254110098732,0.05319312082022888,0.03365929558290154,0.12211837488273172,0.043867568984054084,,,0.07256251679990779,0.03583600776998841,0.06807681579380102,0.0990734006541931,0.0793261943945747,,0.06709226893980198,0.09737253551653206,0.039892762635850405,0.05802554695458879,0.12051441065451376,0.10883596064273551,0.1416186290860898,0.11373040195187477,,0.09098796715585214,0.007390126290407248,0.051476326189176684,0.012416407889452601,0.07173208271811271,0.04454728641951257,0.06874836634179864,0.045978340448094186,,0.04660820442749133,0.0647272558251421,0.082700127494477,0.03609924978845477,0.062204511386302064,0.041189297876161934,,,0.0205135316502397,0.005985256666475972,0.0024028937921291627,0.045913751258969834,0.03457807326507999,0.07359447491337584,0.07850775104955157,0.044354756551678545,0.05344224436393137,0.02658673591100926,0.05452366776473792,0.08799630189437695,0.15796053571906982
Pbx3,,,,,0.11711385899843493,0.03376363609141033,,,0.08955826070408682,0.1248330421444209,0.14242989631027345,0.0990397077637517,,0.1221949654000802,0.022392350268621297,,,,,,,0.08671453588849048,,0.05831541183881885,0.1846701619485187,0.05536991909514127,,0.026161633619632384,,,,0.0790399852444649,,0.10001552759394117,0.1327451841482614,0.09405750774976468,,,0.07971152917394399,0.01819971314581422,0.10639280590872845,,,,,0.1204777048514579,,0.10952431710311165,,,,,,,,,,,,,,,,,0.05397398302710543,,,0.1103095895038178,,,0.04443281086046253,,0.13378254700379316,,0.09969834977536025,0.09358775815896078,0.09736591322925524,,,,0.10988863679055091,0.13667397902179296,,,0.03031173224499766,0.17795132276171624,0.13849419445982983,0.1283749777644108,0.10626951304991858,0.10831420777639372,,0.042152454676293256,0.06806389012315747,0.12328648698318886,0.1354550259057189,,,,0.12645047946415838,0.13868577300266338,,,0.06333428851299464,1.0,0.14255431471219482,,0.09869260168203364,0.10464516628730537,0.004273312233767212,,0.11133894461084176,,0.12247035733445362,0.08103642334629536,0.039426699339339746,,,0.10335224261839138,,0.0716314410819704,0.036956450942051834,0.20817168665779134,,,,0.09059710622735745,0.02588428942497647,,0.07830816579042377,0.10347301629479679,,,0.12141054783867568,,,0.11668033530850458,0.13289044614011364,0.15556381586752868,0.16595184340587932,,,,,0.02222090908245098,,,,0.06670855959869453,,0.08251976403700989,0.062285844012277936,0.10342381130575949,0.0683756150066926,,0.06048947703909457,,,,-0.0013919970556534296,0.008279748420811844,0.05601675412211717,0.17346414520579057,,0.06199870981651277,,,,,,0.15390604872154148
Pol2,0.2384923159560665,0.26363564403520273,0.11392325499206972,0.18944621741114154,0.20802642621919049,0.14618311915005464,0.19634913911050692,0.1340653622736131,0.048957913430549276,0.055946021982564084,0.14777425007577213,0.27516509729877836,0.012910527806754078,0.2135188164069019,0.16996851569382887,0.006068620859063539,0.004486781692582705,0.1013485246118464,0.12852216979745862,0.25655484568971787,0.4857640693009752,0.06942509877959288,0.33160343452700985,0.24072412897946735,0.3277276920067285,0.2105126095266257,0.40402556708877757,0.04720240514875159,0.09830523627600839,0.11130485216102884,0.33294297068988327,0.3111369444643767,0.38620733526273476,0.14148666366490215,0.34094538148811104,0.3155585911204856,0.2549206236767189,0.07800541975185114,0.3140701647647755,-0.0031422845649913965,0.2495272145709074,0.0754006480940321,0.10476904737534437,0.03550880354341608,0.05739297780345412,0.2135404048135611,,0.31292450176541153,0.17883171942333703,0.10387043168217283,0.10056121342223731,-0.00020372328663297533,0.11810607028933427,0.12797866489530407,0.34265652677764435,0.3404699183764117,0.3860504493637452,0.381670825842122,0.16852060046773173,0.07197137802272144,0.500749169609021,0.1459607333652523,0.12881509714971975,0.07184103690124817,0.05412512111857338,0.5124175435430579,0.11886269354478954,0.1324922608399714,0.2267453175733098,0.2103869555682696,0.13110022820696676,0.03480787830890455,0.4216299726688483,0.15558827874127795,0.12016024859327631,0.11538901446140974,0.22229231999560062,0.29865415245508253,0.025508488562537842,0.03090630381002976,0.320977564312471,0.3626173463893191,0.04586930482570189,0.1487104171810127,0.06826647539019241,0.1952818523075063,0.18238301240636842,0.15989046428362796,0.19416544967539606,0.1957117284566463,0.1848267561393777,0.15951261231075145,0.2392504950478907,0.19658870226327738,0.21665936483752513,0.09086501342561049,0.6578341435030418,0.6435504100791755,0.49289791733531896,0.3274754778311644,0.023697706770426,0.02967126824982545,0.10309982562927959,0.14255431471219482,1.0,0.3913362366156173,0.34314081294107474,0.5827669686921702,0.007604226817467569,0.41133783687542735,0.16171475428771076,0.01775645585824204,0.21626136134522672,0.08828350166249514,0.04694369829056651,0.3923184482461859,0.10695894903065227,0.38387995692057153,0.08905133850413978,0.19942441595674731,0.06167224147217927,0.27518920451560674,0.1399709848946348,0.3081817271926574,0.0010055333882320154,0.1505649056280156,0.1583743931751487,0.18211884435882528,0.09332695136285833,0.17512561513958255,-0.009295864022464155,0.32029874023482996,0.5612401912353716,0.37341137964491355,0.11645308717294048,0.27767344605254174,0.48967087051617736,0.1459339422141704,0.27993781328389755,0.11201304843272035,0.12380060165118652,0.02488844790849879,0.2548732550330341,0.12886441030159182,0.22672136083955383,0.29062330230738465,0.3694797976726791,0.146496520829442,,0.13165730209599397,0.19602726652590072,0.3283433748666848,0.1749970689408354,0.255475116636644,0.17620409437321471,0.16848640562426984,0.012271231598901127,0.1047815897550289,0.013664035148317183,0.01643487563434188,0.14332032156034624,0.12235915949718804,0.07683074588136932,0.3200966656820563,0.06304686133007836,0.09990189482734997,0.11405849049487075,0.12335478721023206,0.20236695778728214,0.14781075987790482
Pol2(b),0.07895092563240706,0.08797476639896548,0.13960775550644708,0.16933176476233325,,0.16061342576723978,0.10509946358060672,0.08679203104995475,,,0.16190339446109292,0.2530400603011377,0.008439523462548918,0.21136132900757504,0.11975650316895688,0.002012194426904387,0.008206487878518206,0.059228807602259,0.13048555233182146,0.22931690793502615,0.33522632026476534,0.08178651349225405,,0.20668185037569403,0.18047629198954343,0.16918020961757868,,0.019239740348160977,0.05733366748268903,,0.07166632322314426,0.18415628431232833,0.17717359323869458,,0.2044389797377247,0.17009324091171957,0.17631991184450757,,0.3120873768564807,0.0021652550731478754,0.1570811316077855,0.08062754120498976,,,,,,0.2109705084902937,0.21366575105253532,0.12424955422304972,0.13226062464621047,,,,0.24433454274351188,0.24131344929605486,0.07610709055346326,0.29651873231383885,0.20914708576272406,0.06326260480489745,0.3414650240909569,,,,,0.35082493723455854,0.07710134247966803,,0.11935070275471035,,0.11804856510353945,0.000986527293699616,0.19229046377028827,,0.1257447723431073,,,,0.04875279359671202,0.050083488499124584,0.18405864578330813,0.2025825825756828,,0.13211540972673008,0.03880700840422784,0.09742486012923031,0.08625889745155679,,,,0.20778698195422676,0.11136786791994921,0.10929353213712184,,,,0.3741547382047495,0.37945048270632886,0.4463308011129737,,,0.018629267949360005,0.07231144784639428,,0.3913362366156173,1.0,0.23976101641453806,0.3195907031961311,0.002594389023009921,0.3220859202683753,0.10009773387324453,0.010420098470524164,,,0.019594736920093586,0.27789831502335843,0.09233392973474544,,0.13654586551941356,0.15044678482812926,0.03866410040956162,0.23182905674787913,0.11572393030061755,,0.006816302974813413,0.1291194737405542,0.12856722704169254,0.18722825070428342,0.05957046077942228,0.22967717222072104,,0.23802477381263548,0.2880568707904757,0.22113944555785936,0.14591525760099897,0.3166980139048245,0.23841485193233714,,,0.12182734307774626,0.19614392376226664,0.013730964403417364,0.16120649658580077,0.060788072552364694,0.27518937863419834,0.18478701656061705,0.23810531386863887,0.11007840855580152,,0.06946275769954066,,0.2832715582241336,0.13867993016087365,0.1848177834394986,,0.08570281406305867,,0.05014085744166587,0.05119701461429889,0.011781864097626715,0.08557294145319894,0.07569689539703887,0.08517778007603083,0.2185973120950757,0.05865514452698545,0.17797593328475725,0.10780694098341542,0.13998677682975824,0.18264271362887946,0.12297564918276793
Pol2(phosphoS2),0.138235416408595,0.15539157945873863,0.056741609895568035,0.05677433178749236,0.14551542156050995,0.06088166772944749,0.10704451185616964,0.08554632836982652,0.02526016694436234,0.048430310525081045,0.11545037470609869,0.1695509234913394,0.00985686991338034,0.08574240477665679,0.13330085611454176,0.004479851017203354,0.00530075408126645,0.03224256505952442,0.049623034022980274,0.07870703752560941,0.1259460310648173,0.04805098124667112,0.12887915773486622,0.15136587168625978,0.21557126139442562,0.13094310706591047,0.034922817632972045,0.01886165094014767,0.03524978577120153,,0.2102942708654674,0.17093133641336003,0.15982314031835315,0.07250602006929148,0.1325214997549463,0.23669582799249497,0.28376225205463557,0.038042828647088474,0.12372488638793315,0.0002063343640246536,0.13326694435178288,0.020586207673006566,0.05093433207971523,0.01485546710637729,0.022394659216916638,0.1517757991802911,,0.15296677782552232,0.025406865760356636,0.02257217704951148,0.023230991785232434,,0.0171768885074957,0.06207990275804497,0.14016922948416746,0.2243414925503498,0.24674710539176645,0.09881395852773121,0.054868881242059866,0.0666748841607557,0.13544396469455403,0.05145302143352537,0.04283462919322524,0.038749260571071475,0.02205731792924549,0.16501201082341943,0.08233625762029753,0.0842727086269216,0.12009729249654909,,0.048400677833049535,-0.0011447594360751215,0.22390754080793956,0.09757388196603607,0.06549975544595195,0.08149605270094346,0.1603358200597984,0.124332647742898,0.011783747182714107,0.027832250718077985,0.17418272988126038,0.22572985506871596,,0.11198211100734877,0.03598034835009204,0.12065411717299897,0.10814569724746888,0.13105725236770135,0.10905864060474983,0.13315854906654592,0.056763684173839105,0.07937160696685072,0.1380609409155975,0.14393875625814292,0.1417388281297684,0.0451477741362888,0.14546731916800412,0.17786769968031885,0.2718583532870944,0.23060577482518674,,0.015188943941855675,0.044184634633593206,0.09869260168203364,0.34314081294107474,0.23976101641453806,1.0,0.31477767121921235,0.003866456997177489,0.10430584815671877,0.13311356325229884,0.010969982045090082,0.13464380279447294,0.0665635707384285,0.01843244036781621,0.10402182278645461,0.03594191565151189,0.35883795294062526,0.026750157992898302,0.0998081460853465,0.041188935982861614,0.1376982600192367,0.052016607265489775,,0.0016466544888459952,0.09347151868241772,0.091368730562416,0.05295609066143367,0.06555044334590575,0.10050846082339356,,0.11526579156670529,0.21694984922187416,0.13266480751300688,0.025299210466468342,0.1616440204443491,0.22233689304196527,0.08200681783412378,0.18502998834576959,0.08532397764594747,0.06045174092480897,0.009441346093522547,0.08998043522973934,0.07427862877014771,0.08151502555081735,0.06093248774681124,0.08224244108519856,0.0607038414340555,,0.07720391261896108,0.15469212535439897,0.12519734045820816,0.08363952384239004,0.060888536797513076,0.11509047596397652,0.15023969525723785,,0.015906964508596882,0.0030177473919007535,0.019414415705399746,0.10811238212201302,0.06740282721559582,0.029814879149684878,0.18227131989557588,0.01088959972804057,0.016909159351189668,0.049487099987580434,0.039322301759194773,0.05999805176511443,0.06263866557697066
Pol2-4H8,,,0.14948330354543435,0.23176355051499453,0.18348385634375833,0.12749900859452046,,,0.050939761533021544,0.06263614727175829,0.15097571490159062,0.251343210963733,0.01271424726306523,0.19924392560202872,0.11737987702538642,0.0036706686025834287,0.008210667502244947,0.08729358112538005,0.14421039365391988,0.2354120641326453,0.37752077968330355,0.08886450729800682,0.28300897361663896,0.1836684738859915,0.23431335201483555,0.20204931903348813,,0.037316270801719086,0.06494478612571211,0.08009573100396183,,0.22851704639739367,0.27048352709502094,0.12211766406620508,0.2730783503316377,0.23207303729727524,,0.06005807438486322,0.24966807917913936,-0.0006899765059827096,0.1820832129672536,0.0889215902949938,0.13573433056517817,0.07573095745659585,0.057077677627106534,0.18815769838164298,0.27888230675248155,0.2632903108580707,0.25211356367506227,0.2823821905211279,0.2822272490486066,,,0.11043456366733426,0.2650725586824287,0.2716092783442272,,0.22366798535730462,0.1581968278244479,0.05091093645466211,0.33602545244714804,0.1297244214771361,0.11434527485602515,0.058944872717274915,0.07033224046949185,0.39512053161093524,0.06549425353510997,0.11793791923655245,0.09958122258878795,0.16715981511237182,0.14371923412935378,-0.0021793219911748866,0.3073043664732108,0.16054581787821817,0.13821523853659362,0.10068674323886835,0.21286945693200449,0.2701495634992903,0.03830876928447438,0.029532033232409965,0.2470543614852807,0.2793786485658643,0.04983501443279641,0.1202460518562044,0.056348449539266085,0.11062166443458354,0.11611314568820005,0.16334188302853406,0.18775246862446704,0.20206289793742274,0.31000483628991954,0.17262840942001031,0.16913163758650362,0.1466404910499758,0.17574927491531778,0.07664485765518969,0.3443046748778158,0.370263330389526,0.4424148881246627,0.27455299239883324,0.02859702956893974,,0.08341370108413165,0.10464516628730537,0.5827669686921702,0.3195907031961311,0.31477767121921235,1.0,0.0035114115620664176,0.2516859541577743,0.1185098489262566,0.016239402704174333,0.172491774841702,0.08285243789128675,0.042819697553594126,0.2195710911039033,0.06784420951457187,0.2881006331031097,0.15377988765368764,0.13686681572752124,0.034557618245433415,0.2238955935598086,0.0964722494910878,0.22442202775111414,,0.12189024552529992,0.12014747150561106,0.20535883802524987,0.11278534710374259,0.26152755194557703,-0.004962743755342664,0.2907870509980316,0.44075829262561506,0.3155325683864302,0.2742044652247721,0.29392627237879626,0.3960930771010098,0.12188497680810338,0.21217425378002813,0.19228542097634996,0.1632093027579179,0.02005859471084082,0.174556577687754,0.10228526107504127,0.33119386505778353,0.18262132605892084,0.24953773812467883,0.10681245804057868,0.12498870496242326,0.09714209556031217,0.19206288231394286,0.2678030014048722,0.1614365016920243,0.18076210102939716,0.1180512399182484,,,0.04316964999532094,0.02507434912881376,0.01913390656818805,0.09016713925721868,0.16896872039692024,0.13728992770763768,0.24530298955563348,0.09332270619295241,0.18411486998299387,0.07814552042327626,0.1700551905731004,0.21530872636395118,0.2058504477821545
Pol3,,,0.020361179590045554,0.0035872107311540275,0.02029099775790067,0.016225458015173097,,,0.02025593240345694,0.003544866823413637,-0.00041183412719361906,0.030751019887482287,0.11473211645561071,0.008319587335392857,-0.0002613220827784452,0.19539308228118066,-0.0005883958569778209,0.003382264401628499,-0.0009218615826994753,0.017563212423564758,0.00224809878733605,0.01797611356575227,,0.007330903922782262,0.016706923985238757,0.011651673456418815,,0.0004551483813070402,0.0021667741571133946,,,0.004853273896518536,0.007919155967876042,0.0011501893348649474,0.01413202567742886,0.008603290530527623,,,0.05053088259098539,0.0008373532406442034,0.009471895145166028,-0.000593259151413614,,,,0.012264104782827016,,0.007915930862084964,-0.0007334695471801413,0.005330264097510685,0.0035537172482708883,,,,0.0038118844345440693,0.018459722929955433,,0.00497604484326618,0.004702248078678079,0.018324669316905837,0.003535703584120452,,,,0.007109629909573504,0.01626509600050504,,0.02165043274202346,0.0005289136211193617,,0.0057756965401115695,-0.002152213780354083,0.013877125721737537,,0.014122685522116612,0.013820888096580304,0.01511430563156687,,0.0038665656954745917,0.005167972725827992,0.009230969327249823,0.012534723221476921,,-0.0005141939191645755,-0.00019208163401773738,-0.00014079529569232337,0.0006259406603758067,0.0049507610831558335,0.015675067478299595,0.005519534957120014,0.012940632324360516,0.0032693084290096193,0.008030503554639756,0.021216206049736754,0.0052916005342192275,,0.005471527423615835,0.01597161284496876,0.013277811643652371,0.01739381244760329,,,0.0005242302224876697,0.004273312233767212,0.007604226817467569,0.002594389023009921,0.003866456997177489,0.0035114115620664176,1.0,0.014012937813335295,0.03184103174102581,0.1744879895300157,0.019940941716395898,0.0198191223098086,6.740536948974027e-05,0.0028065427655818414,0.0022941341079418427,0.005072082931420334,0.006499625164461775,0.001105800537792114,0.0013424306739032805,0.0057824772046292236,-0.00024409020570125115,,,0.0038952617856624562,0.0122601432618878,0.003599482899563917,0.007111645403167898,0.01400551724762884,,0.0014792806477924947,0.003970522131940585,0.017031289882239724,0.00392666617124426,0.03529822880098482,0.04162856106606605,0.012278735981515979,0.004455419832155138,,0.01507440731676259,0.07928781586888609,0.03947264628503447,6.419694914112212e-05,0.026228861711597936,0.009730676949799247,0.014250100648111443,0.006284201741408328,,0.0014096196095719905,0.012465484253493047,0.016639467686949298,0.01474168903081342,0.01066750127538742,0.01704483577650323,,,0.0006921354098792865,0.014031699039954089,0.001595439075260158,0.004251119116949976,0.01433672395808201,0.0055569553706487015,0.011217395506671345,-0.001537549507827199,0.0005304836628433761,0.004121696996207816,0.006263341764793138,0.006641030807716032,0.028895838541147273
